tweet,autor,posicion_autor,rating
“No hay consenso científico (...) ¿Que podemos estar en un proceso de cambio climático? Puede ser. ¿Que la culpa sea de la acción del hombre? Eso ya es muy discutible”,Jorge Campos Asensi,Diputado,Falso
"""Hoy nos hemos enterado por la prensa que hay 15 plazas mir que han quedado vacantes (en Aragón). Es decir, que prefieren los profesionales, a veces irse fuera a otras comunidades""",Alejandro Nolasco,Candidato al Gobierno de Aragón,Verdad a medias
"“Durante estos cuatro años, las reuniones entre el Gobierno de Aragón y el Gobierno de España han sido ninguna, nada, ni una sola reunión entre unos y otros”",Jorge Azcón,Candidato del PP en Aragón,Falso
"""La inseguridad y la delincuencia ha aumentado más de un 30% en el último año""",Alejandro Nolasco,Candidato al Gobierno de Aragón,Engañoso
"“Contratar a 1.041 profesores más en esta legislatura (...) y, además, hemos reducido de 25 a 20 el número de alumnos en la educación primaria”",Concha Andreu,Presidenta de La Rioja y candidata al Gobierno autonómico,Verdad a medias
"“[Al PP y Vox] han votado en contra de la de la subida de las pensiones, de la subida del SMI (...) Han votado en contra de las ayudas a los autónomos, de los impuestos a las grandes energéticas”",Francina Armengol,Presidenta de Baleares y candidata al Gobierno autonómico,Engañoso
"""Que los mir coticen, por favor, para la jubilación. Si esto pasa en una empresa privada tendría una inspección, y no se está cotizando por ellos""",Mamen Peris,Candidata al Govern de la Comunidad Valenciana,Falso
"“Para comprar la primera vivienda, Ciudadanos va a eliminar el impuesto de transmisiones patrimoniales, que os cuesta 50.000 euros cuando os vais a comprar vuestra primera vivienda""",Patricia Guasp,Portavoz nacional de Ciudadanos y candidata al Gobierno de Baleares,Engañoso
“Cero viviendas sociales construidas”,Carlos Mazón,Candidato al Gobierno de la Comunidad Valenciana,Engañoso
"“El señor Campos querría tener una Vicepresidencia como la de Castilla y León, que cobra más que el presidente de España”",Antònia Jover,Candidata al Gobierno de Baleares,Falso
“[En Canarias] tenemos los índices de pobreza más bajos desde el año 2014”,Noemí Santana,Candidata al Gobierno de Canarias,Verdad a medias
"""En cuanto a la inversión extranjera a la que hace referencia la presidenta, a Navarra ha llegado el 0,96% de todo lo que ha llegado a España cuando el PIB de Navarra es el 1,7%. Menos 40% de lo que nos correspondía""",Javier Esparza,Candidato al Gobierno de Navarra,Verdad a medias
“El turismo genera el 40% del empleo en Canarias”,Manuel Domínguez,Candidato al Gobierno de Canarias,Engañoso
“El desempleo juvenil en Canarias se acerca al 60%”,Fernando Clavijo,Candidato al Gobierno de Canarias,Engañoso
"“En Tudela, ahora, todavía hoy, hay más de un año de espera para atender el psiquiatra a los pacientes""",Carlos Pérez-Nievas,Candidato al Gobierno de Navarra,Falso
"""Navarra siempre ha sido la comunidad con la tasa de abandono escolar más baja de España""",Carlos Pérez-Nievas,Candidato al Gobierno de Navarra,Falso
“[Los partidos de la derecha] son los que recortaron el presupuesto en sanidad un 18%”,Laura Aznal,Candidata al Gobierno de Navarra,Engañoso
“Cáritas lleva atendiendo a cuatro millones de españoles en las colas de hambre”,Carlos Rojas,Diputado,Falso
“Tenemos la cuña fiscal más alta de Europa”,Carlos Rojas,Diputado,Falso
"“En Madrid, a partir de 55.000 euros todo el mundo paga el mismo tipo impositivo, no hay una discrimación fiscal a partir de ahí. La hay en otras comunidades autónomas pero no en los tramos de la Comunidad de Madrid”",Juan Lobato,Candidato del PSOE en la Comunidad de Madrid,Verdadero
"“Tenemos más de 20, 25 días de media para solicitar una cita con nuestro médico de cabecera [en la Comunidad Valenciana]”",Carlos Mazón,Presidente del PP en la Comunidad Valenciana,Engañoso
“El Partido Socialista está destruyendo las presas hídricas en España. Ha destruido 133 en el año 2022”,Rodrigo Alonso,Portavoz de Vox en el parlamento de Andalucía,Engañoso
“Andalucía se ha convertido en la tercera locomotora económica de España detrás de Madrid y Cataluña”,Juan Manuel Moreno,Presidente de Andalucía,Verdad a medias
"“Si Asturias tiene una tasa de actividad por debajo de la media de España, algo habrá tenido que ver Barbón”",Cuca Gamarra,Secretaria general del PP,Verdad a medias
“Estamos en una fase de deterioro del tejido empresarial: hemos perdido 100.000 autónomos en el último año y 87.000 empresas desde que el señor Sánchez es presidente del Gobierno”,Alberto Núñez Feijóo,Presidente del PP,Falso
“Depende del centro de salud. Es verdad que si uno lo compara con la media nacional nosotros estamos muy por debajo en el tiempo de espera”,Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
“Llevo gobernando ocho años y cada año aprobando el presupuesto en tiempo y forma. Yo veo que la Comunidad de Madrid ha sido incapaz de aprobar un solo presupuesto”,Francina Armengol,Presidenta del Gobierno balear,Engañoso
“En estos cuatro años ha habido un incremento de 200.000 personas viviendo en municipios de menos de 5.000 habitantes”,Teresa Ribera,Vicepresidenta cuarta y ministra para la Transición Ecológica y el Reto Demográfico,Falso
"""Estamos creciendo más que el resto de los países europeos, un 5,5% en 2021 y en 2022""",Nadia Calviño,Vicepresidenta primera y ministra de Asuntos Económicos y Transformación Digital,Engañoso
“Salió ayer el dato de la OCDE: España es el país de la zona euro donde más caen los salarios reales”,Carlos Rojas,Diputado,Engañoso
"“El viernes, los datos de Eurostat constataron que España es el país que lidera y está a la cabeza de la deuda y del déficit público de la Unión Europea”",Patricia Guasp,Portavoz nacional de Ciudadanos,Engañoso
“En Madrid ya ocurre: el que no tiene el coche de última generación eléctrico ya no puede entrar al centro de la ciudad”,Santiago Abascal,Presidente de Vox,Engañoso
"“Hoy tenemos, señoría, 68.000 empresas menos que antes de la pandemia”",Iván Espinosa de los Monteros,Portavoz de Vox en el Congreso,Falso
“Hablamos de un problema estructural de nuestro país. El 85% de los jóvenes de España de 35 años no se han emancipado todavía”,Inés Arrimadas,Presidenta de Ciudadanos,Engañoso
“La presión fiscal en 2021 bajó respecto al año 2020. Tenemos la presión fiscal más baja que la media europea”,Pedro Sánchez,Presidente del Gobierno,Engañoso
“¿Si les va tan bien por qué el cierre de empresas en España en el año 2022 ha batido récords con más de 26.200 empresas disueltas?”,Iván Espinosa de los Monteros,Portavoz de Vox en el Congreso,Verdad a medias
“Hemos multiplicado por cierto por ocho los recursos dedicados a la vivienda en los PGE. (...) En 2017 el presupuesto que dedicó a la política de vivienda la administración del PP supusieron 470 millones de euros. En 2023 son 3.500 millones de euros”,Pedro Sánchez,Presidente del Gobierno,Verdad a medias
“La inflación afecta a todos los países de la Unión Europea pero quien padece un 16% de inflación mes tras mes en los alimentos es España”,Cuca Gamarra,Secretaria general del PP,Verdad a medias
"“Su exministro Ábalos prometió 100.000 viviendas para alquiler (...) Hoy nadie ha visto ninguna (...) Cinco años después, cero viviendas”",Cuca Gamarra,Secretaria general del PP,Falso
"“El año pasado, España recibió la mayor cifra de inversión extranjera directa de su historia: más de 40.000 millones de euros”",Pedro Sánchez,Presidente del Gobierno,Engañoso
“En Asturias hoy hay más nóminas públicas que privadas”,Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
“(...) Como hace el PSOE con Bildu sacando la Guardia Civil de Navarra”,Alberto Núñez Feijóo,Presidente del PP,Engañoso
“La Comisión Europea lleva años alertando sobre la situación de Doñana (...). Esto no es nuevo. La Comisión Europea no se ha pronunciado sobre esta proposición de ley”,Borja Sémper,Portavoz de campaña del PP,Engañoso
"""La ministra dice que el PIB de España está por encima del de Francia y del de Alemania. Y la cuenta del PSOE lo difunde. El desprecio a la verdad es de tal magnitud que ya solo se compite por crear la mentira más eficaz""",Guillermo Díaz,Diputado,Verdad a medias
"“Y no, el CO2 no es un gas contaminante. De hecho, es el mejor de los gases para el desarrollo de la naturaleza”",Juan García-Gallardo,Candidato a la Presidencia de Castilla y León,Engañoso
"""La AIReF nos dice que la contabilidad real de las personas activas y con trabajo en España y la contabilidad que nos presenta el Gobierno hay una enorme divergencia""",Alberto Núñez Feijóo,Presidente del PP,Falso
“No podemos ser triunfalistas cuando España encabeza el paro en Europa y Extremadura lo hace en España”,Abel Bautista,Secretario General del PP Extremadura,Engañoso
“Los jóvenes españoles son los últimos de Europa en emanciparse”,Ciudadanos,,Falso
“[Por año] con Rajoy se crearon 600.000 puestos de trabajo”,Juan Bravo,Vicesecretario de Economía del PP,Engañoso
"“¿Es falso que hay dos presidentes de Andalucía pendientes de entrar en la cárcel? (...) Dígalo, atrévase a negarlo”",José María Figaredo,Diputado,Falso
“Si la inmigración ilegal aumenta desde que ha llegado este Gobierno alguna responsabilidad tendrán”,Santiago Abascal,Presidente de Vox,Engañoso
"""Ya tenemos la nota de Europa: los últimos en PIB per cápita""",Carlos Rojas,Diputado,Engañoso
“Nuevamente asistimos a una destrucción de empleo concatenada durante dos trimestres consecutivos”,Inés Cañizares,Diputada,Falso
"“(En Galicia) 13 años con las tasas universitarias congeladas (...). Mientras, la izquierda las subía en todas las comunidades autónomas donde gobernaba”",Jaime de Olano,Diputado,Engañoso
“Somos el país de la OCDE que más ha incrementado la presión fiscal y a día de hoy continúa haciéndolo sin límites”,Cuca Gamarra,Secretaria general del PP,Engañoso
"“Desde que gobernamos, en el año 2018, España ha mejorado su posición en los tres ‘rankings’ de calidad democrática más prestigiosos que existen en el mundo: V-Dem; (...) ‘The Economist’; y Freedom House”",Pedro Sánchez,Presidente del Gobierno,Engañoso
"“España es un país muy interesante, muy atractivo para la inversión extranjera, por eso hemos aumentado en más de un 50% la inversión extranjera en el año 2022 respecto del 2021”",Félix Bolaños,"Ministro de la Presidencia, Relaciones con las Cortes y Memoria Democrática",Engañoso
“Han aprobado una ley de memoria histórica que dice que el primer Gobierno de Felipe González fue un gobierno de la dictadura franquista”,Inés Arrimadas,Presidenta de Ciudadanos,Falso
“Somos el único país europeo que no ha recuperado los niveles de antes de la pandemia y dice el señor Sánchez que lideramos el crecimiento”,Cuca Gamarra,Secretaria general del PP,Verdad a medias
"""(a Sánchez) Que decía que había que suprimir el Ministerio de Defensa es el presidente que anuncia la mayor subida en los presupuestos de Defensa""",Santiago Abascal,Presidente de Vox,Verdad a medias
“Esa respuesta neoliberal ya la dio el Partido Popular y Mariano Rajoy durante siete largos años (...) Lo que consiguió fue destruir dos millones y medio de empresas”,Pedro Sánchez,Presidente del Gobierno,Falso
“El partido monocolor del PP no consiguió aprobar dos presupuestos seguidos en tiempo y forma en siete años”,Pedro Sánchez,Presidente del Gobierno,Falso
“El año pasado fue precisamente creo casi el primero en el que el crecimiento total de la población española fue negativo”,Ramón Tamames,Candidato de Vox en la moción de censura,Falso
"“Me reprocha que la tasa de desempleo es de un 13%, es cierto, pero cuando llegamos al Gobierno estaba casi en el doble”",Pedro Sánchez,Presidente del Gobierno,Falso
“Cada vez hay más pensionistas y menos trabajadores”,Guillermo Díaz,Diputado,Engañoso
"“(Hay) más de tres millones de autónomos, que en el último año se perdieron 112.000 autónomos”",Juan Bravo,Vicesecretario de Economía del PP,Engañoso
"“La semana pasada anunciamos la mayor partida de becas de la historia, 2.520 millones de euros. (...) Es tanto o más de lo que el último gobierno de Mariano Rajoy del PP invirtió en becas en nuestro país, en un año, los últimos cuatro años de Rajoy”",Pedro Sánchez,Presidente del Gobierno,Engañoso
