clasificacion,texto
Verdadero,"Para la NASA, las actividades humanas son la causa del actual calentamiento global, no los cambios en la órbita de la Tierra"
Falso,La NASA admitió que el cambio climático se debe a los cambios en la órbita solar de la Tierra
Verdadero,Agustín Rossi: “Llevamos 36 meses de crecimiento consecutivo del empleo asalariado del sector privado”
Verdadero,"El número de asalariados del sector formal pasó de 5,8 millones en agosto de 2020 a 6,4 millones en junio de 2023 (último dato disponible) y registra 35 meses de crecimiento ininterrumpido."
Falso,Javier Milei canta la marcha peronista
Falso,El propio Milei confirmo corear la marcha peronista en ese evento.
Falso,Sergio Massa dijo: “Mi compromiso como presidente será bajar la enorme inflación que dejará este gobierno”
Falso,Circula un posteo que indica que el precandidato presidencial por Unión por la Patria y ministro de Economía habría dicho la frase:  “Mi compromiso como presidente será bajar la enorme inflación que dejará este gobierno”
Falso,Un grupo de franceses orinan sobre un niño africano
Falso,Patricia Bullrich arrastra las palabras en este video del Año Nuevo judío
Verdadero,"Circula en redes sociales un video que muestra a la candidata presidencial de Juntos por el Cambio, Patricia Bullrich, arrastrando las palabras como si estuviera alcoholizada durante el Año Nuevo judío. Sin embargo, el video está ralentizado."
Falso,Juan José Campanella dijo “lo veo bien” en referencia a Sergio Massa
Falso,Cecilia Strzyzowski “votó” en las PASO por aparecer como “no infractor”
Falso,"Cecilia Strzyzowski, desaparecida desde el 1 de junio y presuntamente asesinada por su marido en la provincia de Chaco, votó en las PASO"
Falso,la UCR llamó en una carta a votar por Massa
Falso,La Unión Cívica Radical (UCR) presento una carta que llama a votar a Massa.
Falso,Existe un arma de rayos láser que provoca incendios en diferentes países del mundo
Falso,Circula en Instagram un video que señala que los incendios ocurridos en diferentes partes del mundo fueron provocados por una supuesta arma de rayos láser.
Falso,"Hay evidencia de que los cuerpos presentados en el Congreso de México sean extraterrestres, fue certificado por la UNAM"
Falso,"En una audiencia pública en la Cámara de Diputados mexicana, se presentaron 2 cuerpos de supuestos “seres no humanos”."
Falso,Organizaciones internacionales “están pervirtiendo a los niños” a través de la educación sexual
Falso,Alberto Fernández aparece borracho
Falso,Más de 20 mil usuarios comparten en redes sociales un video en el que el presidente Alberto Fernández habla en forma lenta y torpe y lo atribuyen a que estaba “borracho”.
Falso,Patricia Bullrich dijo: “Es muy duro pero vamos a tener que utilizar los ahorros de la gente”
Falso,Al descargarte unas fotos del terremoto de Marruecos te hackean el celular en 10 segundos
Falso,Afirman que están circulando unas fotos del terremoto de Marruecos que pueden hackearte el teléfono en tan sólo 10 segundos.
Falso,Javier Milei escribio en X que “los discapacitados son un gasto para el Estado”
Falso,"La pandemia de COVID-19 fue una “prueba piloto” para controlar la vida de las personas, como afirma una europarlamentaria en este video"
Falso,"El coronavirus ha sido creado en el laboratorio, y es mentira que su origen apunta a una transmisión de animales a humanos."
Falso,Las vacunas contra la COVID-19 contienen metales pesados y el cilantro es capaz de sacarlos del cuerpo humano
Falso,"Las vacunas contra el coronavirus poseen metales pesados. Así lo demuestra la composición de las vacunas y lo confirman los especialistas. Además, hay evidencias de que el cilantro funcione como desintoxicador de metales pesados en el cuerpo humano."
Falso,La Antártida es una “muralla de hielo” alrededor de una Tierra plana
Falso,"Las imágenes satelitales de la NASA muestran que la Antártida no es un continente en el hemisferio sur, sino que es una “muralla de hielo” alrededor de una Tierra plana"
Falso,La Agenda 2030 busca prohibir el consumo de carne
Falso,"La Agenda 2030 para el Desarrollo Sostenible realiza recomendaciones a los países miembros de la ONU, entre sus objetivos menciona prohibir la carne y a los lácteos. Algunos sectores proponen una reducción del consumo de carne y dietas más sostenibles para reducir las emisiones de gases de efecto invernadero causantes del cambio climático."
Falso,Un niño le dijo a Massa que votará por Milei en un acto en Rosario
Falso,"En la versión original, el candidato pregunta al menor sobre su voto y este, a su vez, le pregunta a Massa cómo se llama. Sin esperar la respuesta, el menor dice al micrófono que votará por Milei."
Falso,Patricia Bullrich: “El gasto público es el 40% del PBI; se aumentó el doble en estos 20 años”
Verdadero,"De acuerdo con los datos del Ministerio de Economía de la Nación, el gasto público consolidado en 2001 era el 35,6% del PBI y el de 2021 (último dato publicado), de 42,8%. Sin embargo, los niveles registrados no representan el doble con respecto a 20 años atrás."
Falso,Javier Milei aparece con un cartel de la Juventud Peronista
Falso,En los últimos días de agosto murieron guanacos en Santa Cruz por la gripe aviar
Verdadero,"Desde el Consejo Agrario Provincial de Santa Cruz aseguraron que fallecieron 48 guanacos luego de varios días de condiciones climáticas adversas, con acumulación de nieve y escarcha, pero que no murieron por la gripe aviar."
Falso,Una “familia tipo” cobró $219 mil “sin trabajar” en agosto indica un video viral
Verdadero,"De percibir los programas mencionados en el video, el total que cobró en agosto último una familia tipo (considerando 2 adultos y 2 menores de 3 años) es de alrededor de $163 mil, un 26% menos que lo indicado por el video viral."
Falso,Video muestra a Javier Milei besando a su hermana
Falso,"Javier Milei besa en la boca a su hermana, Karina Milei, en un escenario."
Falso,Incendios en Tenerife y Hawai fueron causados por armas de rayos láser
Falso,Un rayo láser sería el causante de los incendios en Estados Unidos y España.
Falso,El gasoducto Néstor Kirchner no esta transportando gas
Verdadero,"El gasoducto ya finalizó el proceso de llenado y, según datos oficiales, desde el 5 de agosto último comenzó a inyectar gas al gasoducto Neuba II, que une la localidad de Salliqueló (donde finaliza el GPNK) con el Área Metropolitana de Buenos Aires (AMBA)."
Falso,Existe una “fábrica de bebés” con 30 mil úteros artificiales
Verdadero,"Sergio Massa, tras la devaluación: “Desde 2021 traíamos un retraso cambiario de casi 19,5% en términos reales de intercambio”"
Verdadero,"De acuerdo con los datos del Banco Central, el índice de tipo de cambio real bilateral con los EE.UU., mostró un atraso cambiario de 19,6% desde enero de 2021 hasta julio de 2023. El índice tipo de cambio real multilateral, que mide la situación de la Argentina respecto de sus principales socios comerciales (no sólo EE.UU.), arroja una diferencia similar."
Falso,Se utilizó una bandera del orgullo LGBTQ en un acto por el 17 de agosto en una escuela pública
Falso,"El Instituto de Enseñanza Superior Juan B. Justo aseguró que se trata de la bandera de la propia institución, la cual está inspirada en los símbolos del colectivo gay."
Falso,"Javier Milei: “El Conicet tiene 35 mil personas. La NASA, 17 mil y (produce más)”"
Verdadero,"Según el ranking SCImago 2023, que evalúa entre otras cosas la productividad científica dentro de la categoría de organismos gubernamentales, el Conicet aparece en el puesto 22 y la NASA en el 28. Esto es así a pesar de que en la Argentina el Conicet tiene un presupuesto en dólares 72 veces menor al de la NASA, y que el Estado nacional destina menos recursos sobre el PBI que el Gobierno de los Estados Unidos. Además, no es correcto comparar en términos de cantidad de personal al Conicet con la NASA."
Falso,Martín Redrado dijo que Sergio Massa ordenó al Banco Central dejar escapar el dólar “así aprenden a votar”
Falso,Lali Espósito declaro: “Me da miedo que si gobierna [Javier] Milei los chicos aprendan a leer y escribir y ya no quieran consumir mi música”
Falso,Desde Clarín aseguraron que Lali Espósito declaro: “Me da miedo que si gobierna [Javier] Milei los chicos aprendan a leer y escribir y ya no quieran consumir mi música”
Falso,Javier Milei: “Nos echaron de las pruebas PISA por sesgar las muestras”
Verdadero,"La Argentina no fue expulsada de exámenes de evaluación educativa PISA y continúa formando parte. La última edición ocurrió en septiembre de 2022 y los resultados estarán disponibles en diciembre. Sin embargo, en línea con lo dicho por Milei, en 2015 hubo un sesgo en la muestra, que implicó que los resultados de nuestro país no fueran incluidos junto al resto de los otros sistemas educativos participantes. En las ediciones de 2018 y 2022 la muestra volvió a ser comparable."
Falso,En una escuela de Salta repartieron urnas con votos dentro
Verdadero,"Autoridades de la Cámara Nacional Electoral (CNE) aseguraron que es una práctica habitual enviar las urnas armadas y con los elementos necesarios para la jornada electoral, como los sobres y actas, dentro."
Falso,Javier Milei: “La Argentina es hoy el país con la presión fiscal en blanco más alta del mundo”
Verdadero,"Un estudio del Banco Mundial (BM) ubica a nuestro país en el puesto 189 de 190 países. Otro informe de la Unión Industrial Argentina (UIA) concluye que la Argentina es la que tiene mayor carga fiscal sobre este sector. Pero algunos especialistas apoyan estos datos, y otros los discuten. Incluso, el propio BM reconoció errores metodológicos."
Verdadero,"Javier Milei: “De los últimos 122 años, la Argentina tuvo déficit durante 112”"
Verdadero,"La Argentina registró déficit fiscal financiero (es decir, la diferencia entre los gastos corrientes de un Estado y su recaudación de impuestos, incluyendo el pago de intereses de la deuda) en 112 años de los últimos 122, como señaló el candidato de La Libertad Avanza."
Falso,El robot Curiosity de la NASA encontro evidencias de vida salvaje en Marte
Falso,La NASA ha descubierto vida en el planeta rojo.
Falso,Cristina Fernández de Kirchner dijo: “Si gana [Javier] Milei me mato de un tiro”
Falso,"La vicepresidenta de la Nación, Cristina Fernández de Kirchner, declaro: “Si gana [Javier] Milei me mato de un tiro”."
Falso,Rosendo Fraga advirtió sobre la preparación de un “gran fraude electoral”
Falso,Ángela Merkel dijo que invertía en educación “porque los ignorantes nos cuestan mucho dinero”
Falso,"Existen registros públicos de que la ex canciller de Alemania, Merkel dijo en 2019 -en un discurso en la Universidad de Harvard, Estados Unidos-  que “los ignorantes nos cuestan mucho dinero”."
